agent_0,agent_1,agent_10,agent_11,agent_12,agent_13,agent_14,agent_15,agent_16,agent_17,agent_18,agent_19,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,agent_9,return
0.24,0.25,0.275,0.28,0.26,0.245,0.245,0.275,0.25,0.275,0.23,0.305,0.22,0.25,0.22,0.255,0.27,0.25,0.295,0.29,19856.0
0.26,0.29,0.28,0.27,0.285,0.315,0.255,0.265,0.24,0.28,0.29,0.345,0.26,0.295,0.22,0.23,0.265,0.23,0.245,0.255,19700.0
0.23,0.28,0.275,0.26,0.285,0.28,0.295,0.3,0.2,0.32,0.245,0.28,0.28,0.305,0.34,0.29,0.265,0.21,0.25,0.28,19624.0
0.195,0.22,0.205,0.165,0.195,0.19,0.185,0.245,0.24,0.215,0.195,0.22,0.175,0.145,0.19,0.23,0.255,0.195,0.14,0.205,20796.0
0.18,0.175,0.235,0.155,0.2,0.205,0.18,0.2,0.19,0.235,0.14,0.23,0.26,0.23,0.23,0.22,0.215,0.215,0.19,0.205,20728.0
0.21,0.185,0.215,0.21,0.175,0.245,0.21,0.22,0.2,0.205,0.235,0.23,0.175,0.19,0.265,0.19,0.185,0.22,0.215,0.18,20672.0
0.22,0.14,0.255,0.19,0.235,0.21,0.225,0.185,0.15,0.18,0.21,0.21,0.165,0.23,0.205,0.225,0.19,0.245,0.23,0.185,20732.0
0.2,0.255,0.165,0.165,0.23,0.205,0.225,0.215,0.22,0.205,0.23,0.22,0.225,0.2,0.235,0.205,0.205,0.23,0.185,0.2,20624.0
0.165,0.18,0.18,0.225,0.165,0.2,0.235,0.22,0.255,0.245,0.155,0.21,0.18,0.225,0.24,0.23,0.21,0.24,0.16,0.2,20704.0
0.24,0.245,0.2,0.22,0.23,0.215,0.24,0.175,0.21,0.255,0.22,0.22,0.215,0.23,0.265,0.22,0.265,0.205,0.255,0.235,20352.0
0.185,0.175,0.195,0.19,0.205,0.215,0.245,0.21,0.185,0.18,0.205,0.2,0.205,0.175,0.165,0.245,0.175,0.275,0.195,0.22,20764.0
0.25,0.165,0.175,0.225,0.15,0.16,0.175,0.22,0.205,0.275,0.225,0.205,0.195,0.22,0.24,0.32,0.185,0.21,0.22,0.225,20604.0
0.205,0.18,0.22,0.155,0.2,0.185,0.16,0.19,0.21,0.23,0.205,0.18,0.225,0.225,0.215,0.185,0.25,0.19,0.235,0.255,20720.0
0.175,0.175,0.18,0.2,0.165,0.215,0.17,0.18,0.21,0.165,0.14,0.18,0.18,0.195,0.125,0.175,0.15,0.2,0.165,0.165,21192.0
0.18,0.165,0.125,0.22,0.21,0.19,0.13,0.175,0.2,0.16,0.215,0.15,0.145,0.175,0.19,0.16,0.17,0.215,0.15,0.185,21192.0
0.205,0.135,0.19,0.18,0.145,0.175,0.195,0.16,0.145,0.15,0.225,0.16,0.15,0.16,0.19,0.185,0.205,0.215,0.21,0.16,21168.0
0.13,0.19,0.15,0.185,0.175,0.17,0.18,0.16,0.13,0.2,0.185,0.115,0.185,0.18,0.16,0.215,0.215,0.19,0.18,0.185,21216.0
0.135,0.155,0.19,0.185,0.18,0.175,0.12,0.17,0.175,0.225,0.2,0.21,0.165,0.22,0.235,0.175,0.21,0.21,0.2,0.14,21060.0
0.145,0.185,0.165,0.185,0.185,0.14,0.175,0.21,0.175,0.155,0.24,0.13,0.165,0.12,0.185,0.205,0.21,0.215,0.175,0.22,21132.0
0.175,0.18,0.19,0.195,0.16,0.175,0.16,0.215,0.175,0.215,0.2,0.175,0.19,0.145,0.2,0.14,0.165,0.165,0.155,0.15,21180.0
0.15,0.215,0.155,0.13,0.185,0.215,0.18,0.14,0.195,0.205,0.175,0.195,0.18,0.155,0.185,0.205,0.125,0.205,0.21,0.165,21144.0
0.185,0.18,0.205,0.13,0.2,0.165,0.21,0.195,0.145,0.185,0.185,0.175,0.14,0.155,0.16,0.155,0.14,0.19,0.21,0.175,21212.0
0.205,0.18,0.19,0.195,0.22,0.185,0.13,0.185,0.165,0.165,0.195,0.175,0.165,0.16,0.205,0.135,0.17,0.175,0.21,0.17,21136.0
0.115,0.14,0.115,0.1,0.105,0.155,0.14,0.145,0.14,0.15,0.12,0.16,0.145,0.13,0.15,0.08,0.14,0.15,0.055,0.085,21984.0
0.135,0.125,0.135,0.135,0.125,0.135,0.12,0.12,0.14,0.11,0.105,0.12,0.145,0.115,0.115,0.125,0.125,0.105,0.11,0.11,22036.0
0.085,0.135,0.085,0.18,0.16,0.145,0.09,0.095,0.13,0.13,0.15,0.135,0.14,0.125,0.125,0.15,0.125,0.12,0.135,0.15,21928.0
0.095,0.13,0.095,0.115,0.105,0.12,0.13,0.11,0.14,0.105,0.13,0.135,0.135,0.14,0.145,0.115,0.105,0.115,0.135,0.15,22040.0
0.135,0.16,0.125,0.115,0.095,0.155,0.105,0.145,0.16,0.115,0.14,0.135,0.16,0.135,0.1,0.1,0.135,0.105,0.125,0.12,21948.0
0.12,0.105,0.105,0.125,0.105,0.175,0.17,0.175,0.17,0.15,0.13,0.11,0.11,0.12,0.14,0.16,0.125,0.15,0.085,0.12,21880.0
0.115,0.13,0.1,0.12,0.105,0.195,0.11,0.09,0.115,0.11,0.145,0.155,0.155,0.105,0.12,0.125,0.1,0.14,0.095,0.135,22028.0
0.14,0.165,0.105,0.19,0.135,0.11,0.14,0.1,0.145,0.1,0.16,0.12,0.135,0.14,0.16,0.11,0.085,0.11,0.12,0.135,21916.0
0.14,0.18,0.165,0.095,0.115,0.09,0.125,0.135,0.125,0.14,0.18,0.155,0.1,0.105,0.14,0.13,0.14,0.15,0.13,0.145,21852.0
0.125,0.125,0.125,0.08,0.125,0.09,0.165,0.135,0.145,0.14,0.145,0.155,0.12,0.15,0.11,0.155,0.155,0.085,0.095,0.12,21964.0
0.145,0.125,0.14,0.135,0.125,0.095,0.1,0.13,0.09,0.13,0.11,0.15,0.115,0.13,0.135,0.105,0.1,0.12,0.115,0.105,22080.0
0.095,0.1,0.11,0.155,0.13,0.145,0.14,0.115,0.16,0.16,0.105,0.085,0.14,0.12,0.145,0.085,0.11,0.145,0.105,0.115,22028.0
0.115,0.105,0.14,0.105,0.15,0.095,0.13,0.12,0.105,0.105,0.15,0.16,0.09,0.125,0.105,0.14,0.135,0.145,0.085,0.075,22096.0
0.165,0.11,0.15,0.155,0.115,0.085,0.155,0.12,0.11,0.13,0.135,0.135,0.12,0.12,0.115,0.15,0.085,0.09,0.09,0.08,22068.0
0.11,0.13,0.13,0.135,0.13,0.105,0.14,0.115,0.13,0.14,0.14,0.135,0.125,0.125,0.105,0.125,0.13,0.15,0.115,0.095,21992.0
0.09,0.15,0.13,0.155,0.13,0.145,0.105,0.155,0.095,0.145,0.125,0.14,0.095,0.125,0.13,0.135,0.135,0.17,0.075,0.115,21964.0
0.115,0.14,0.125,0.145,0.105,0.12,0.145,0.1,0.1,0.145,0.11,0.11,0.125,0.125,0.095,0.1,0.125,0.12,0.14,0.145,22052.0
0.15,0.175,0.09,0.115,0.17,0.105,0.12,0.145,0.165,0.125,0.095,0.115,0.125,0.1,0.11,0.105,0.095,0.1,0.115,0.145,22028.0
0.105,0.15,0.095,0.135,0.105,0.14,0.155,0.13,0.095,0.08,0.17,0.14,0.125,0.175,0.12,0.12,0.1,0.125,0.15,0.115,21976.0
0.17,0.115,0.09,0.14,0.13,0.135,0.125,0.17,0.135,0.155,0.105,0.12,0.08,0.145,0.12,0.115,0.145,0.14,0.12,0.125,21936.0
0.18,0.165,0.13,0.1,0.225,0.13,0.15,0.165,0.165,0.18,0.155,0.135,0.145,0.17,0.185,0.185,0.135,0.165,0.165,0.18,21432.0
0.16,0.155,0.16,0.175,0.19,0.155,0.14,0.135,0.15,0.14,0.175,0.195,0.165,0.115,0.105,0.115,0.13,0.145,0.235,0.125,21548.0
0.18,0.095,0.16,0.135,0.17,0.12,0.185,0.11,0.12,0.19,0.145,0.175,0.14,0.14,0.18,0.15,0.225,0.135,0.145,0.155,21556.0
0.185,0.15,0.145,0.155,0.135,0.11,0.125,0.15,0.175,0.185,0.14,0.175,0.15,0.18,0.15,0.16,0.125,0.11,0.2,0.17,21540.0
0.17,0.135,0.14,0.135,0.14,0.14,0.17,0.165,0.17,0.12,0.165,0.16,0.14,0.14,0.16,0.135,0.18,0.18,0.16,0.145,21560.0
0.145,0.225,0.155,0.225,0.16,0.135,0.145,0.14,0.135,0.17,0.195,0.21,0.115,0.15,0.135,0.13,0.145,0.17,0.15,0.14,21460.0
0.175,0.18,0.125,0.24,0.11,0.15,0.2,0.175,0.13,0.2,0.155,0.16,0.145,0.16,0.115,0.215,0.14,0.15,0.135,0.21,21384.0
0.155,0.15,0.14,0.18,0.14,0.13,0.155,0.145,0.14,0.13,0.16,0.13,0.18,0.18,0.155,0.145,0.155,0.205,0.14,0.16,21540.0
0.13,0.175,0.15,0.105,0.19,0.165,0.165,0.15,0.175,0.19,0.165,0.175,0.155,0.195,0.16,0.16,0.135,0.135,0.135,0.165,21460.0
0.16,0.13,0.145,0.15,0.17,0.145,0.16,0.17,0.165,0.14,0.175,0.175,0.145,0.17,0.1,0.16,0.15,0.195,0.155,0.165,21500.0
0.12,0.105,0.13,0.105,0.085,0.085,0.08,0.155,0.13,0.13,0.135,0.085,0.1,0.165,0.085,0.115,0.12,0.14,0.12,0.125,22148.0
0.185,0.155,0.135,0.155,0.125,0.145,0.1,0.135,0.105,0.105,0.15,0.11,0.135,0.13,0.135,0.115,0.12,0.14,0.1,0.135,21908.0
0.125,0.15,0.14,0.115,0.105,0.14,0.13,0.145,0.11,0.135,0.17,0.105,0.105,0.125,0.135,0.12,0.13,0.155,0.095,0.12,21956.0
0.145,0.11,0.13,0.155,0.12,0.08,0.16,0.14,0.155,0.17,0.13,0.1,0.12,0.1,0.09,0.11,0.09,0.11,0.11,0.13,22036.0
0.125,0.145,0.115,0.14,0.18,0.13,0.145,0.15,0.17,0.16,0.14,0.13,0.155,0.115,0.135,0.1,0.11,0.125,0.12,0.14,21816.0
0.13,0.11,0.13,0.14,0.14,0.11,0.115,0.11,0.135,0.16,0.08,0.11,0.16,0.185,0.125,0.095,0.135,0.105,0.12,0.125,21984.0
0.12,0.1,0.155,0.1,0.12,0.13,0.13,0.125,0.15,0.105,0.11,0.105,0.11,0.115,0.1,0.11,0.125,0.135,0.135,0.135,22068.0
0.12,0.11,0.15,0.13,0.125,0.115,0.105,0.155,0.08,0.085,0.08,0.095,0.16,0.115,0.1,0.14,0.14,0.115,0.125,0.14,22092.0
0.125,0.11,0.145,0.14,0.19,0.1,0.15,0.17,0.13,0.09,0.135,0.135,0.15,0.13,0.085,0.145,0.105,0.175,0.11,0.17,21848.0
0.16,0.12,0.12,0.115,0.12,0.125,0.11,0.13,0.12,0.12,0.135,0.125,0.11,0.095,0.185,0.14,0.11,0.09,0.11,0.12,22032.0
0.08,0.08,0.1,0.1,0.085,0.08,0.065,0.085,0.06,0.125,0.11,0.11,0.085,0.105,0.09,0.11,0.08,0.07,0.12,0.085,22540.0
0.14,0.05,0.065,0.065,0.08,0.09,0.08,0.105,0.055,0.085,0.115,0.09,0.1,0.075,0.09,0.125,0.105,0.075,0.095,0.085,22584.0
0.07,0.135,0.1,0.09,0.135,0.07,0.12,0.075,0.07,0.105,0.1,0.095,0.08,0.08,0.09,0.1,0.11,0.11,0.065,0.115,22468.0
0.065,0.085,0.065,0.09,0.12,0.105,0.09,0.105,0.095,0.105,0.05,0.085,0.075,0.055,0.095,0.045,0.115,0.06,0.07,0.095,22664.0
0.105,0.075,0.09,0.145,0.035,0.115,0.05,0.075,0.08,0.12,0.08,0.09,0.09,0.105,0.115,0.085,0.09,0.09,0.13,0.06,22540.0
0.075,0.055,0.075,0.06,0.065,0.095,0.06,0.075,0.115,0.105,0.07,0.065,0.07,0.06,0.095,0.08,0.135,0.095,0.13,0.105,22652.0
0.07,0.115,0.075,0.08,0.105,0.07,0.065,0.115,0.085,0.06,0.065,0.085,0.085,0.085,0.09,0.07,0.115,0.07,0.075,0.085,22668.0
0.095,0.09,0.065,0.1,0.07,0.11,0.09,0.11,0.04,0.095,0.09,0.115,0.11,0.13,0.07,0.105,0.105,0.11,0.08,0.095,22500.0
0.105,0.09,0.06,0.07,0.095,0.095,0.11,0.08,0.095,0.13,0.08,0.08,0.1,0.135,0.11,0.11,0.09,0.135,0.12,0.08,22424.0
0.065,0.11,0.085,0.085,0.095,0.075,0.06,0.13,0.095,0.07,0.085,0.085,0.08,0.065,0.085,0.095,0.075,0.09,0.075,0.115,22624.0
0.115,0.14,0.07,0.095,0.175,0.155,0.145,0.09,0.12,0.085,0.085,0.11,0.11,0.11,0.13,0.13,0.1,0.135,0.09,0.115,22156.0
0.09,0.135,0.12,0.115,0.11,0.115,0.145,0.105,0.12,0.1,0.145,0.13,0.075,0.135,0.11,0.13,0.095,0.145,0.14,0.105,22108.0
0.125,0.14,0.105,0.16,0.115,0.115,0.125,0.1,0.1,0.12,0.11,0.14,0.11,0.135,0.12,0.155,0.09,0.09,0.14,0.115,22072.0
0.1,0.115,0.1,0.14,0.135,0.17,0.11,0.12,0.075,0.135,0.1,0.115,0.135,0.09,0.105,0.11,0.12,0.16,0.11,0.105,22120.0
0.105,0.145,0.095,0.1,0.095,0.12,0.14,0.135,0.09,0.095,0.13,0.11,0.125,0.125,0.13,0.13,0.145,0.1,0.1,0.085,22160.0
0.095,0.11,0.14,0.1,0.075,0.12,0.105,0.11,0.095,0.13,0.14,0.14,0.095,0.115,0.15,0.12,0.085,0.1,0.105,0.12,22200.0
0.11,0.125,0.135,0.145,0.095,0.115,0.135,0.135,0.135,0.14,0.11,0.11,0.105,0.155,0.11,0.135,0.095,0.1,0.1,0.075,22108.0
0.115,0.125,0.135,0.14,0.115,0.165,0.1,0.14,0.095,0.095,0.145,0.12,0.105,0.12,0.14,0.125,0.09,0.135,0.095,0.14,22048.0
0.115,0.14,0.1,0.095,0.07,0.12,0.09,0.13,0.125,0.115,0.11,0.095,0.105,0.125,0.12,0.135,0.145,0.1,0.15,0.135,22144.0
0.13,0.135,0.135,0.11,0.11,0.1,0.085,0.115,0.13,0.15,0.115,0.115,0.105,0.12,0.12,0.125,0.135,0.105,0.09,0.135,22108.0
0.14,0.13,0.125,0.16,0.13,0.165,0.14,0.15,0.16,0.15,0.18,0.155,0.185,0.115,0.16,0.13,0.135,0.155,0.115,0.145,21660.0
0.14,0.14,0.145,0.155,0.165,0.13,0.135,0.11,0.11,0.09,0.14,0.12,0.195,0.13,0.175,0.13,0.18,0.135,0.11,0.15,21772.0
0.085,0.135,0.145,0.135,0.125,0.155,0.17,0.15,0.135,0.17,0.225,0.16,0.13,0.185,0.16,0.095,0.125,0.155,0.175,0.195,21592.0
0.14,0.125,0.155,0.14,0.18,0.12,0.18,0.13,0.155,0.15,0.14,0.175,0.12,0.14,0.15,0.14,0.17,0.15,0.17,0.155,21612.0
0.145,0.155,0.15,0.155,0.135,0.23,0.165,0.14,0.15,0.12,0.13,0.16,0.125,0.16,0.15,0.12,0.145,0.135,0.155,0.165,21608.0
0.16,0.145,0.15,0.11,0.16,0.15,0.125,0.165,0.13,0.17,0.145,0.175,0.155,0.105,0.165,0.155,0.165,0.125,0.15,0.19,21604.0
0.15,0.14,0.17,0.115,0.155,0.14,0.17,0.19,0.18,0.145,0.12,0.145,0.125,0.13,0.125,0.165,0.085,0.145,0.14,0.185,21664.0
0.095,0.155,0.19,0.155,0.135,0.14,0.115,0.12,0.115,0.135,0.13,0.14,0.105,0.115,0.16,0.17,0.14,0.155,0.145,0.11,21820.0
0.14,0.125,0.15,0.185,0.185,0.12,0.17,0.14,0.08,0.14,0.135,0.175,0.14,0.14,0.125,0.11,0.14,0.165,0.125,0.205,21684.0
0.135,0.135,0.135,0.135,0.16,0.185,0.13,0.13,0.125,0.125,0.135,0.185,0.155,0.15,0.13,0.165,0.125,0.145,0.145,0.18,21672.0
